1 4265327
1 4249121
1 4594560
1 4461830
1 3825638
1 4540498
1 3937231
1 3638978
1 4544852
1 3436194
1 4402283
1 4460831
1 4118871
1 3448418
1 4170339
1 3795461
1 3485987
1 4639913
1 3578775
1 4301107
1 4207055
1 3785270
2 3158987
2 3758569
2 3184596
2 3636584
2 4391649
2 4007044
2 3641813
2 4359269
2 3386266
2 3355377
2 4541939
2 3370526
2 4259845
2 3380683
3 4562249
3 3541940
3 4145484
3 4492499
3 3995548
3 3996266
3 3837482
3 4645105
3 3210095
3 3382431
3 3386719
3 4201473
3 3675468
3 3385109
3 3710391
3 3723905
3 3450698
3 3675879
3 3544420
4 3176346
4 4124291
4 4313320
4 4473906
4 4287893
4 4230472
4 4633631
4 3511515
4 4381656
4 4091209
4 3769899
4 4136620
4 3514700
4 4166677
4 3275935
4 3522745
4 3299071
4 3490044
4 3895043
5 4595126
5 3724535
5 4332613
5 3676384
5 3852439
5 4455652
5 3572241
5 4000612
5 4475432
5 3996102
5 4036349
5 4542436
5 3852942
5 3246720
5 3168799
5 4128112
5 3246448
5 4582503
5 4219556
5 3532768
5 3388413
5 3729738
6 4547314
6 3659854
6 3685938
6 4314382
6 3665253
6 4120512
6 4335741
6 3398446
6 4530429
6 3759404
6 3673530
6 3481022
6 3470027
6 3638995
6 4642585
6 4482599
6 3247017
6 4170635
7 3947630
7 4190278
7 3590869
7 3809552
7 3456187
7 4224216
7 3543241
7 3805005
7 4147615
7 3358243
7 3588000
7 4634885
7 3921404
7 4539337
7 4217730
7 3736410
7 3206089
8 4548208
8 3978380
8 4632371
8 3368929
8 3775965
8 3435423
8 4105798
8 4134274
8 3364757
8 3446158
8 3986164
8 3118448
8 3435994
8 3380950
9 3903149
9 4204473
9 3660844
9 4342852
9 4321976
9 4655511
9 4481195
9 3962442
9 3375320
9 4068078
9 3331588
9 4587705
9 3857358
9 3165179
9 4479181
9 4420580
9 4013027
9 4172612
9 4155086
9 3691775
9 4345606
10 3792064
10 4302334
10 4339739
10 3742519
10 3456950
10 4573275
10 3640902
10 3761475
10 3633740
10 3136933
10 3784408
10 4182157
10 4067588
10 3153168
10 3308719
10 4512113
10 3299396
10 3497030
10 3254011
10 3895022
10 4110937
10 3185347
10 3315728
11 4287690
11 3568148
11 4477800
11 3555520
11 3887150
11 3723987
11 3808274
11 3975808
11 4033301
11 3924420
11 4318370
11 3490960
11 3493700
11 3788444
11 4044133
12 4172230
12 3766416
12 4607072
12 4518302
12 4318932
12 3189676
12 3615925
12 3703194
12 3348904
12 4503727
12 3204798
12 4382899
12 3598686
12 3855485
12 3164315
12 4586422
12 3983717
12 4485075
12 3702436
12 3662294
12 4231530
13 3786121
13 4489523
13 4468310
13 3424021
13 4271509
13 3773496
13 4620055
13 4107127
13 3934198
13 3171206
13 3657530
13 4265804
13 4289742
13 3631600
13 3308965
13 3317016
13 4639687
13 4409502
13 3669011
13 3686799
14 4453254
14 3354907
14 3625834
14 4409078
14 4347944
14 4099575
14 4560516
14 3603128
14 4309267
14 3493370
14 4562076
14 3613671
14 4111864
14 4371003
14 3336699
14 3827954
14 4373286
15 4564422
15 3967633
15 3243221
15 3764718
15 4503917
15 4098338
15 3218396
15 4296075
15 4249635
15 4007367
15 3265532
15 3193701
15 3374668
15 4660809
15 3438061
15 3789047
15 3959883
15 4643822
15 3834826
15 3753444
16 3473965
16 3831308
16 3457382
16 4168921
16 3506329
16 4117890
16 4225420
16 3902415
16 3420016
16 3534148
16 3945072
16 4656953
16 4379444
16 3580078
16 3755060
16 4556642
16 4109371
16 4578322
16 4250140
16 4635220
17 3409864
17 3325856
17 4165547
17 3227103
17 3265766
17 4014602
17 3658986
17 4078564
17 3172150
17 3206169
17 3905699
17 3448060
17 3488146
17 3903491
18 4156083
18 4633947
18 3793369
18 4498216
18 3867231
18 3224608
18 3535252
18 3292289
18 3830120
18 3713740
18 4575138
18 3371420
18 3775855
18 4126741
18 3575633
19 4003090
19 3307448
19 3429465
19 4302445
19 4030652
19 4473609
19 3539755
19 3883279
19 4598326
19 4118814
19 4221123
19 4494718
19 4200196
19 4220744
19 3888955
20 4010267
20 3903477
20 3449353
20 3733995
20 3266872
20 4565573
20 3437887
20 3160227
20 4652308
20 3649605
20 3135440
20 3468857
20 3141655
20 4158663
20 4070941
20 4501810
20 3488860
20 3174346
20 3431806
20 3890431
20 3299398
20 3236609
21 3287306
21 3313084
21 3473000
21 3773517
21 4092782
21 4259642
21 3933453
21 4315258
21 3259332
21 3225615
21 3254425
21 4195336
21 3120270
21 3527081
21 3651323
21 3123334
21 3594977
21 4346319
21 4170675
21 4411374
21 3787429
22 4179047
22 3403126
22 3472555
22 3489381
22 3784052
22 3969790
22 3379724
22 3651302
22 3980003
22 3804455
22 3561106
22 3324649
22 3960760
22 4633671
22 3294345
22 4194886
22 4530591
22 3253938
22 3587687
22 4551739
22 3350682
23 4025513
23 3164328
23 3937116
23 3383412
23 3661441
23 3562206
23 3229610
23 4229190
23 3971806
23 3923816
23 3506239
23 3299752
23 4526229
23 3262674
23 4025156
23 4640043
23 4218077
23 4053098
24 4111733
24 4517991
24 4013025
24 3953806
24 4560789
24 4210900
24 4107248
24 3755076
24 3911702
24 4064953
24 3420929
24 3565537
24 3346067
24 3586877
24 3458367
24 3490897
24 3830753
24 3408083
24 3148985
24 3257678
24 4640968
24 3726184
25 3945695
25 4451129
25 3809072
25 3997147
25 3123824
25 3971060
25 4476292
25 4402534
25 3605498
25 3440609
25 4599935
25 3689338
25 3621433
25 4369183
25 3506981
25 3693118
