1 96811846
1 28198359
1 26074220
1 20274618
2 87678035
2 25315611
2 27415657
2 21164380
3 87081349
3 27439742
3 21372652
3 22139671
3 24395748
4 109863853
4 29518559
4 26326149
5 106882485
5 26414187
5 21655845
6 88353050
6 108114500
6 116481301
6 29433897
6 21890244
7 117685819
7 25290499
7 22207938
8 88949037
8 105967169
8 26540555
8 29009581
9 89254497
9 96870145
9 25006360
9 20329381
9 27267861
10 88514679
10 23074076
10 26514477
10 23955876
11 118776464
11 22991281
11 29112418
11 20794668
12 85577082
12 22971057
12 27317393
13 121247424
13 22490839
13 25418298
13 26582426
14 105726119
14 25329713
14 25029501
15 79045317
15 24348496
15 22983224
